This is a comma-delimited file constructed by integrating
records from multiple sources. The variables are:
Protraction, Region, Gas, Oil, Date
   Mustang  Island  Area,western7646524,"20,838",1998-05-01
Mustang Island Area,Western7025868,"21,383",1998-06-01
Mustang Island Area,WESTERN6957440,"16,558",1998-07-01
Mustang Island Area,Western6777047,"16,728",1998-08-01
Mustang Island Area,Western6307432,"19,597",1998-09-01
   Mustang  Island  Area,WEstern7235576,"17,081"
Mustang Island Area,WESTERN6876405,"17,277",1998-11-01
Mustang Island Area,Western6474678,"15,925",1998-12-01
   Mustang  Island  Area,western6350409,"19,441",1999-01-01
Mustang Island Area,WESTERN5555580,"15,175",1999-02-01
Mustang Island Area,Western5807006,"23,033",1999-03-01
Mustang Island Area,WESTERN5771392,"16,670",1999-04-01
   Mustang  Island  Area,western6001806,"12,636",1999-05-01
Mustang Island Area,WESTERN5651266,"19,054",1999-06-01
   Mustang  Island  Area,western5774632,"16,441",1999-07-01
Mustang Island Area,WESTERN5038252,"10,543",1999-08-01
   Mustang  Island  Area,western5001588,"12,405",1999-09-01
   Mustang  Island  Area,western5377473,"15,931",1999-10-01
Mustang Island Area,Western5500047,"13,276",1999-11-01
   Mustang  Island  Area,WEstern
   Mustang  Island  Area,western,,,2000-01-01
   Mustang  Island  Area,western4779503,"13,509",2000-02-01
Mustang Island Area,Western5217140,"14,45O",2000-03-01
   Mustang  Island  Area,western4736944,"11,947",2000-04-01
   Mustang  Island  Area,WESTERN5223653,"13,459"
   Mustang  Island  Area,WESTERN4977234,"15,733"
   Mustang  Island  Area,WEstern
   Mustang  Island  Area,Western4715796,"17,468",2000-08-01
Mustang Island Area,WESTERN4586124,"11,072",2000-09-01
Mustang Island Area,WESTERN4750674,"9,751",2000-10-01
Mustang Island Area,Western4502754,"14,658",2000-11-01
Mustang Island Area,Western4460341,"9,812",2000-12-01
   Mustang  Island  Area,western,,,2001-01-01
Mustang Island Area,WESTERN3879452,"10,626",2001-02-01
   Mustang  Island  Area,western4139436,"15,349",2001-03-01
Mustang Island Area,Western3958609,"12,405",2001-04-01
Mustang Island Area,Western4010119,"11,261",2001-05-01
Mustang Island Area,WESTERN3486784,"13,344",2001-06-01
   Mustang  Island  Area,WEstern3948847,"11,402"
Mustang Island Area,WESTERN3511685,"8,088",2001-08-01
Mustang Island Area,Western3360602,"11,378",2001-09-01
Mustang Island Area,Western3822408,"11,438",2001-10-01
Mustang Island Area,Western3470852,"7,046",2001-11-01
   Mustang  Island  Area,western4299654,"10,229",2001-12-01
   Mustang  Island  Area,WEstern
   Mustang  Island  Area,western,,,2002-02-01
   Mustang  Island  Area,western,,,2002-03-01
Mustang Island Area,Western3903774,"9,811",2002-04-01
   Mustang  Island  Area,WEstern
Mustang Island Area,WESTERN3481383,"6,031",2002-06-01
Mustang Island Area,WESTERN3462375,"9,068",2002-07-01
Mustang Island Area,Western3373346,"7,697",2002-08-01
   Mustang  Island  Area,western,,,2002-09-01
   Mustang  Island  Area,WEstern
Mustang Island Area,WESTERN2299578,"5,129",2002-11-01
Mustang Island Area,Western2656038,"7,440",2002-12-01
Mustang Island Area,WESTERN2586795,"15,011",2003-01-01
Mustang Island Area,Western2671520,"1O,152",2003-02-01
   Mustang  Island  Area,WESTERN3084220,"7,760"
   Mustang  Island  Area,western2723923,"7,304",2003-04-01
Mustang Island Area,WESTERN2715428,"6,847",2003-05-01
Mustang Island Area,WESTERN2283491,"7,980",2003-06-01
   Mustang  Island  Area,western,,,2003-07-01
   Mustang  Island  Area,western2301355,"4,327",2003-08-01
Mustang Island Area,WESTERN1990934,"4,609",2003-09-01
   Mustang  Island  Area,WEstern1858510,"1,711"
Mustang Island Area,Western1445580,"5,4O1",2003-11-01
   Mustang  Island  Area,WESTERN1523316,"3,271"
Mustang Island Area,Western1499084,"1,68O",2004-01-01
Mustang Island Area,Western1400836,"2,336",2004-02-01
   Mustang  Island  Area,WESTERN1607034,"2,343"
   Mustang  Island  Area,WEstern
   Mustang  Island  Area,WEstern
Mustang Island Area,Western1621702,"3,863",2004-06-01
   Mustang  Island  Area,western,,,2004-07-01
   Mustang  Island  Area,WEstern
Mustang Island Area,WESTERN1196190,"1,336",2004-09-01
Mustang Island Area,WESTERN1267650,"5,787",2004-10-01
   Mustang  Island  Area,western1160834,"9,239",2004-11-01
   Mustang  Island  Area,western1316772,"8,845",2004-12-01
Mustang Island Area,WESTERN1563042,"2,883",2005-01-01
Mustang Island Area,Western1665794,"12,826",2005-02-01
   Mustang  Island  Area,western1945743,"12,952",2005-03-01
   Mustang  Island  Area,WEstern
   Mustang  Island  Area,WEstern
Mustang Island Area,Western1922011,"8,917",2005-06-01
   Mustang  Island  Area,western1788639,"7,139",2005-07-01
Mustang Island Area,Western1736436,"7,124",2005-08-01
   Mustang  Island  Area,WEstern1608190,"18,979"
   Mustang  Island  Area,WESTERN1727241,"44,950"
   Mustang  Island  Area,WEstern1686198,"42,108"
Mustang Island Area,Western1843622,"68,871",2005-12-01
   Mustang  Island  Area,western1774535,"67,918",2006-01-01
Mustang Island Area,WESTERN1426475,"51,347",2006-02-01
   Mustang  Island  Area,western875905,"52,477",2006-03-01
North Padre Island Area,Western1838579,338,1996-01-01
North Padre Island Area,WESTERN1569516,499,1996-02-01
North Padre Island Area,WESTERN1684233,325,1996-03-01
   North  Padre  Island  Area,WEstern
   North  Padre  Island  Area,western,,,1996-05-01
   North  Padre  Island  Area,western,,,1996-06-01
   North  Padre  Island  Area,western,,,1996-07-01
North Padre Island Area,WESTERN1746694,299,1996-08-01
   North  Padre  Island  Area,western,,,1996-09-01
   North  Padre  Island  Area,WEstern
   North  Padre  Island  Area,Western1536920,232,1996-11-01
   North  Padre  Island  Area,western1568146,427,1996-12-01
   North  Padre  Island  Area,western1452099,412,1997-01-01
   North  Padre  Island  Area,Western1355896,369,1997-02-01
North Padre Island Area,Western1469134,539,1997-03-01
North Padre Island Area,Western1358219,351,1997-04-01
North Padre Island Area,Western1288551,129,1997-05-01
North Padre Island Area,Western1395994,645,1997-06-01
North Padre Island Area,Western1575476,67O,1997-07-01
   North  Padre  Island  Area,WESTERN1579035,574
   North  Padre  Island  Area,western1617091,762,1997-09-01
North Padre Island Area,WESTERN1752756,509,1997-10-01
   North  Padre  Island  Area,western,,,1997-11-01
   North  Padre  Island  Area,western1594682,327,1997-12-01
   North  Padre  Island  Area,WEstern
North Padre Island Area,Western1300173,157,1998-02-01
North Padre Island Area,Western1378019,469,1998-03-01
North Padre Island Area,Western1344064,293,1998-04-01
North Padre Island Area,WESTERN1449210,605,1998-05-01
North Padre Island Area,Western1294414,569,1998-06-01
North Padre Island Area,Western1379488,363,1998-07-01
   North  Padre  Island  Area,western,,,1998-08-01
North Padre Island Area,Western1005485,287,1998-09-01
   North  Padre  Island  Area,western1082788,13,1998-10-01
   North  Padre  Island  Area,western,,,1998-11-01
   North  Padre  Island  Area,western873212,86,1998-12-01
North Padre Island Area,WESTERN1045069,69,1999-01-01
North Padre Island Area,Western1044872,15,1999-02-01
North Padre Island Area,WESTERN1186218,569,1999-03-01
   North  Padre  Island  Area,WEstern
   North  Padre  Island  Area,western,,,1999-05-01
   North  Padre  Island  Area,Western1048627,163,1999-06-01
North Padre Island Area,Western1074400,229,1999-07-01
North Padre Island Area,WESTERN942297,53,1999-08-01
North Padre Island Area,Western904748,141,1999-09-01
   North  Padre  Island  Area,WESTERN904791,89
North Padre Island Area,WESTERN1027069,138,1999-11-01
   North  Padre  Island  Area,western,,,1999-12-01
   North  Padre  Island  Area,western1106666,495,2000-01-01
North Padre Island Area,WESTERN1188452,15,2000-02-01
   North  Padre  Island  Area,western,,,2000-03-01
   North  Padre  Island  Area,western,,,2000-04-01
North Padre Island Area,Western1522105,221,2000-05-01
North Padre Island Area,Western1572799,397,2000-06-01
North Padre Island Area,Western1524980,245,2000-07-01
North Padre Island Area,WESTERN1545603,281,2000-08-01
   North  Padre  Island  Area,western1506142,267,2000-09-01
   North  Padre  Island  Area,western1550967,119,2000-10-01
North Padre Island Area,WESTERN1468942,325,2000-11-01
   North  Padre  Island  Area,western,,,2000-12-01
North Padre Island Area,WESTERN1526703,498,2001-01-01
   North  Padre  Island  Area,western,,,2001-02-01
North Padre Island Area,WESTERN1730395,437,2001-03-01
   North  Padre  Island  Area,western,,,2001-04-01
   North  Padre  Island  Area,WEstern
   North  Padre  Island  Area,western,,,2001-06-01
   North  Padre  Island  Area,WEstern
North Padre Island Area,Western1426437,76,2001-08-01
North Padre Island Area,Western1270019,228,2001-09-01
North Padre Island Area,WESTERN1382562,306,2001-10-01
North Padre Island Area,WESTERN1257819,106,2001-11-01
   North  Padre  Island  Area,WEstern
North Padre Island Area,WESTERN1096124,62,2002-01-01
North Padre Island Area,WESTERN954951,91,2002-02-01
North Padre Island Area,WESTERN1063398,60,2002-03-01
   North  Padre  Island  Area,WESTERN1081433,101
North Padre Island Area,Western1053218,119,2002-05-01
North Padre Island Area,WESTERN1088378,88,2002-06-01
   North  Padre  Island  Area,western1233766,118,2002-07-01
North Padre Island Area,Western1302776,87,2002-08-01
North Padre Island Area,Western1066500,87,2002-09-01
   North  Padre  Island  Area,WEstern1114408,107
North Padre Island Area,Western886603,69,2002-11-01
North Padre Island Area,Western1046469,2,2002-12-01
   North  Padre  Island  Area,western,,,2003-01-01
North Padre Island Area,Western857178,1,2003-02-01
North Padre Island Area,Western937214,61,2003-03-01
   North  Padre  Island  Area,WEstern839191,67
North Padre Island Area,Western788200,81,2003-05-01
North Padre Island Area,WESTERN712770,57,2003-06-01
North Padre Island Area,Western631281,25,2003-07-01
North Padre Island Area,Western651794,32,2003-08-01
   North  Padre  Island  Area,WEstern
   North  Padre  Island  Area,WEstern
   North  Padre  Island  Area,WESTERN600265,68
   North  Padre  Island  Area,western678653,66,2003-12-01
   North  Padre  Island  Area,western726298,0,2004-01-01
   North  Padre  Island  Area,WESTERN876688,613
   North  Padre  Island  Area,WESTERN1428403,1
North Padre Island Area,Western1506278,773,2004-04-01
   North  Padre  Island  Area,Western1598660,0,2004-05-01
   North  Padre  Island  Area,western1474206,854,2004-06-01
North Padre Island Area,Western1522579,412,2004-07-01
   North  Padre  Island  Area,western,,,2004-08-01
   North  Padre  Island  Area,WEstern
   North  Padre  Island  Area,western1469301,678,2004-10-01
North Padre Island Area,Western1447668,835,2004-11-01
North Padre Island Area,WESTERN1432730,897,2004-12-01
   North  Padre  Island  Area,western1490041,640,2005-01-01
   North  Padre  Island  Area,western1360858,219,2005-02-01
North Padre Island Area,Western1514241,"1,371",2005-03-01
North Padre Island Area,WESTERN1410425,367,2005-04-01
North Padre Island Area,Western1101189,493,2005-05-01
   North  Padre  Island  Area,western,,,2005-06-01
   North  Padre  Island  Area,WEstern
   North  Padre  Island  Area,Western1000944,289,2005-08-01
North Padre Island Area,Western677053,257,2005-09-01
   North  Padre  Island  Area,WESTERN797383,0
North Padre Island Area,WESTERN493586,175,2005-11-01
   North  Padre  Island  Area,WEstern
North Padre Island Area,WESTERN506195,223,2006-01-01
North Padre Island Area,WESTERN437685,1,2006-02-01
   North  Padre  Island  Area,WEstern
Sabine Pass Area,WESTERN144927,"1,902",1996-01-01
   Sabine  Pass  Area,WEstern134623,"1,789"
   Sabine  Pass  Area,western,,,1996-03-01
   Sabine  Pass  Area,western138454,"1,974",1996-04-01
Sabine Pass Area,Western129205,"1,431",1996-05-01
Sabine Pass Area,Western119618,"1,187",1996-06-01
   Sabine  Pass  Area,Western132344,"1,097",1996-07-01
Sabine Pass Area,WESTERN174750,"1,784",1996-08-01
   Sabine  Pass  Area,western146804,"1,140",1996-09-01
   Sabine  Pass  Area,WEstern124724,"1,385"
   Sabine  Pass  Area,western118210,"1,437",1996-11-01
   Sabine  Pass  Area,WEstern108786,"1,343"
   Sabine  Pass  Area,western,,,1997-01-01
   Sabine  Pass  Area,WEstern181808,"1,042"
   Sabine  Pass  Area,WEstern209946,"1,483"
   Sabine  Pass  Area,Western184920,"1,169",1997-04-01
Sabine Pass Area,WESTERN192419,"1,836",1997-05-01
   Sabine  Pass  Area,WEstern204948,"1,911"
   Sabine  Pass  Area,WEstern
   Sabine  Pass  Area,WEstern
   Sabine  Pass  Area,WESTERN158571,660
Sabine Pass Area,WESTERN123511,133,1997-10-01
Sabine Pass Area,WESTERN276067,839,1997-11-01
Sabine Pass Area,WESTERN285116,772,1997-12-01
   Sabine  Pass  Area,western,,,1998-01-01
Sabine Pass Area,Western207669,366,1998-02-01
Sabine Pass Area,WESTERN254363,760,1998-03-01
   Sabine  Pass  Area,WEstern
Sabine Pass Area,Western256556,456,1998-05-01
   Sabine  Pass  Area,western214749,295,1998-06-01
   Sabine  Pass  Area,WEstern
Sabine Pass Area,WESTERN204698,376,1998-08-01
   Sabine  Pass  Area,western259611,"2,850",1998-09-01
Sabine Pass Area,Western310356,963,1998-10-01
Sabine Pass Area,WESTERN293007,"1,635",1998-11-01
Sabine Pass Area,WESTERN282243,"2,342",1998-12-01
Sabine Pass Area,Western285098,"1,725",1999-01-01
   Sabine  Pass  Area,WESTERN242497,214
   Sabine  Pass  Area,western288557,607,1999-03-01
   Sabine  Pass  Area,western285723,4,1999-04-01
Sabine Pass Area,WESTERN275656,468,1999-05-01
Sabine Pass Area,Western270906,1,1999-06-01
Sabine Pass Area,WESTERN276511,337,1999-07-01
Sabine Pass Area,Western273736,O,1999-08-01
Sabine Pass Area,Western263571,329,1999-09-01
   Sabine  Pass  Area,western245472,0,1999-10-01
Sabine Pass Area,WESTERN250254,419,1999-11-01
Sabine Pass Area,WESTERN240879,0,1999-12-01
   Sabine  Pass  Area,WESTERN242495,179
   Sabine  Pass  Area,western,,,2000-02-01
Sabine Pass Area,Western235851,3,2000-03-01
Sabine Pass Area,Western223216,138,2000-04-01
   Sabine  Pass  Area,WEstern231291,336
Sabine Pass Area,Western222738,1,2000-06-01
Sabine Pass Area,Western154402,1,2000-07-01
   Sabine  Pass  Area,WEstern203828,975
Sabine Pass Area,Western403056,125,2000-09-01
Sabine Pass Area,Western731081,"5,61O",2000-10-01
Sabine Pass Area,Western481107,7,2000-11-01
Sabine Pass Area,Western305082,53,2000-12-01
Sabine Pass Area,Western257878,"4,655",2001-01-01
Sabine Pass Area,WESTERN308751,0,2001-02-01
   Sabine  Pass  Area,Western257354,11,2001-03-01
Sabine Pass Area,WESTERN211238,"1,203",2001-04-01
Sabine Pass Area,Western196931,"2,000",2001-05-01
Sabine Pass Area,Western137654,56,2001-06-01
Sabine Pass Area,WESTERN142766,"1,114",2001-07-01
   Sabine  Pass  Area,Western147718,14,2001-08-01
   Sabine  Pass  Area,western119576,500,2001-09-01
Sabine Pass Area,WESTERN147776,175,2001-10-01
Sabine Pass Area,Western185518,"2,O59",2001-11-01
   Sabine  Pass  Area,WEstern
   Sabine  Pass  Area,western181877,508,2002-01-01
   Sabine  Pass  Area,western143586,"1,096",2002-02-01
Sabine Pass Area,Western162570,117,2002-03-01
Sabine Pass Area,WESTERN159650,137,2002-04-01
   Sabine  Pass  Area,Western172777,802,2002-05-01
   Sabine  Pass  Area,western,,,2002-06-01
   Sabine  Pass  Area,western167720,66,2002-07-01
   Sabine  Pass  Area,western162986,"1,183",2002-08-01
Sabine Pass Area,Western138274,66,2002-09-01
Sabine Pass Area,Western117687,5O1,2002-10-01
Sabine Pass Area,Western113783,"1,154",2002-11-01
   Sabine  Pass  Area,WEstern
Sabine Pass Area,WESTERN107513,77,2003-01-01
   Sabine  Pass  Area,WESTERN94869,10
   Sabine  Pass  Area,Western104306,589,2003-03-01
   Sabine  Pass  Area,Western168710,304,2003-04-01
   Sabine  Pass  Area,western99630,140,2003-05-01
   Sabine  Pass  Area,WEstern81154,112
Sabine Pass Area,Western47685,4O,2003-07-01
   Sabine  Pass  Area,western,,,2003-08-01
Sabine Pass Area,WESTERN29866,53,2003-09-01
   Sabine  Pass  Area,WEstern
Sabine Pass Area,Western27582,4,2003-11-01
   Sabine  Pass  Area,western,,,2003-12-01
Sabine Pass Area,Western79701,479,2004-01-01
Sabine Pass Area,Western46291,15O,2004-02-01
Sabine Pass Area,Western49453,23O,2004-03-01
Sabine Pass Area,WESTERN35780,115,2004-04-01
   Sabine  Pass  Area,western30669,225,2004-05-01
   Sabine  Pass  Area,Western22518,78,2004-06-01
Sabine Pass Area,Western16332,5O,2004-07-01
   Sabine  Pass  Area,western,,,2004-08-01
   Sabine  Pass  Area,western40363,106,2004-09-01
   Sabine  Pass  Area,WEstern38422,101
Sabine Pass Area,Western29154,1,2004-11-01
Sabine Pass Area,WESTERN34852,6,2004-12-01
   Sabine  Pass  Area,western38358,184,2005-01-01
Sabine Pass Area,Western20739,1O2,2005-02-01
Sabine Pass Area,Western25188,91,2005-03-01
Sabine Pass Area,Western6211,45,2005-04-01
Sabine Pass Area,Western19289,225,2005-05-01
Sabine Pass Area,WESTERN52973,94,2005-06-01
   Sabine  Pass  Area,western58296,467,2005-07-01
Sabine Pass Area,WESTERN13984,147,2005-08-01
